file_name,file_code_x,file_code_y
006766.png,167.0,17.0
006769.png,103.0,105.0
006774.png,22.0,2.0
006775.png,3.0,1.0
006779.png,1858.0,185.0
006780.png,228.0,28.0
006783.png,5527.0,527.0
006784.png,30.0,20.0
006787.png,13.0,45.0
006789.png,582.0,7592.0
006791.png,33.0,3.0
006793.png,662.0,762.0
006798.png,30.0,0.0
006803.png,22.0,24.0
006804.png,2200.0,220.0
006808.png,,
006823.png,1133.0,133.0
006827.png,330.0,530.0
006831.png,2026.0,26.0
006844.png,28.0,29.0
006848.png,110.0,119.0
006860.png,21.0,71.0
006874.png,110.0,610.0
006881.png,111.0,11.0
006888.png,233.0,223.0
006891.png,371.0,571.0
006899.png,15.0,
006902.png,60.0,66.0
006905.png,166.0,1266.0
006913.png,74.0,7.0
006939.png,305.0,5.0
006947.png,55.0,15.0
006951.png,167.0,1677.0
006957.png,13.0,113.0
006970.png,49.0,40.0
006975.png,2.0,3.0
006979.png,220.0,420.0
006981.png,31.0,51.0
006988.png,7.0,75.0
007015.png,150.0,750.0
007034.png,31.0,361.0
007036.png,97.0,9.0
007042.png,252.0,152.0
007059.png,55.0,3.0
007074.png,31.0,32.0
007075.png,640.0,540.0
007078.png,224.0,424.0
007084.png,345.0,35.0
007085.png,90.0,0.0
007087.png,1346.0,1336.0
007089.png,8.0,6.0
007104.png,1272.0,172.0
007111.png,550.0,450.0
007115.png,43.0,45.0
007118.png,641.0,841.0
007126.png,611.0,516.0
007136.png,137.0,157.0
007137.png,880.0,280.0
007143.png,12.0,19.0
007144.png,37.0,57.0
007148.png,121.0,11.0
007155.png,62.0,52.0
007162.png,89.0,85.0
007177.png,265.0,211.0
007178.png,71.0,74.0
007181.png,1765.0,765.0
007184.png,33.0,55.0
007190.png,13.0,43.0
007194.png,50.0,500.0
007199.png,205.0,25.0
007201.png,3.0,23.0
007203.png,36.0,316.0
007207.png,61.0,51.0
007216.png,88.0,8.0
007222.png,363.0,62.0
007223.png,279.0,2719.0
007227.png,209.0,200.0
007259.png,6.0,4.0
007269.png,153.0,551.0
007283.png,411.0,45.0
007298.png,221.0,271.0
007309.png,3304.0,304.0
007317.png,16.0,1.0
007325.png,8.0,83.0
007326.png,92.0,2.0
007333.png,331.0,33.0
007348.png,134.0,14.0
007362.png,15.0,75.0
007365.png,35.0,25.0
007374.png,33.0,32.0
007378.png,79.0,70.0
007390.png,160.0,169.0
007392.png,173.0,13.0
007400.png,7.0,74.0
007409.png,88.0,48.0
007412.png,1241.0,1244.0
007413.png,39.0,29.0
007420.png,231.0,234.0
007424.png,27.0,47.0
007435.png,46.0,36.0
007447.png,294.0,94.0
007449.png,33.0,56.0
007452.png,2335.0,2235.0
007454.png,88.0,38.0
007460.png,970.0,90.0
007466.png,3.0,7.0
007468.png,995.0,95.0
007469.png,885.0,585.0
007482.png,2.0,15.0
007494.png,261.0,267.0
007502.png,12.0,128.0
007510.png,759.0,159.0
007518.png,330.0,33.0
007520.png,37.0,74.0
007525.png,30.0,31.0
007526.png,604.0,64.0
007532.png,96.0,36.0
007541.png,20.0,29.0
007545.png,106.0,6.0
007550.png,330.0,560.0
007552.png,105.0,405.0
007561.png,7.0,75.0
007578.png,399.0,339.0
007579.png,311.0,314.0
007585.png,5516.0,516.0
007599.png,334.0,34.0
007601.png,7.0,78.0
007604.png,63.0,6.0
007608.png,13.0,16.0
007614.png,1295.0,1296.0
007616.png,43.0,4.0
007628.png,205.0,25.0
007632.png,189.0,199.0
007635.png,446.0,448.0
007645.png,2.0,21.0
007647.png,183.0,123.0
007662.png,17.0,724.0
007679.png,303.0,305.0
007682.png,4.0,41.0
007690.png,1020.0,1870.0
007691.png,61.0,661.0
007695.png,8.0,84.0
007708.png,1767.0,767.0
007718.png,404.0,204.0
007721.png,35.0,85.0
007723.png,21.0,2.0
007745.png,534.0,54.0
007750.png,91.0,9.0
007757.png,112.0,42.0
007760.png,55.0,551.0
007763.png,18078.0,180.0
007773.png,123.0,174.0
007781.png,88.0,38.0
007783.png,242.0,2742.0
007792.png,30.0,50.0
007795.png,18.0,181.0
007801.png,125.0,425.0
007810.png,196.0,796.0
007811.png,91.0,9.0
007814.png,87.0,815.0
007829.png,995.0,95.0
007834.png,1.0,12.0
007846.png,133.0,47.0
007849.png,330.0,30.0
007852.png,1667.0,1661.0
007856.png,23.0,14.0
007866.png,25.0,135.0
007872.png,93.0,83.0
007875.png,45.0,15.0
007877.png,21.0,2.0
007879.png,80.0,88.0
007883.png,5.0,15.0
007886.png,175.0,15.0
007888.png,293.0,93.0
007900.png,17.0,22.0
007902.png,147.0,47.0
007904.png,1.0,3.0
007907.png,45.0,445.0
007910.png,33.0,53.0
007912.png,507.0,501.0
007915.png,2885.0,2815.0
007926.png,71.0,70.0
007939.png,150.0,250.0
007946.png,666.0,166.0
007963.png,72.0,12.0
007970.png,13.0,3.0
007985.png,14.0,164.0
007992.png,8300.0,300.0
007993.png,260.0,266.0
007995.png,288.0,24.0
008004.png,148.0,1548.0
008005.png,388.0,38.0
008012.png,149.0,19.0
008013.png,11.0,14.0
008017.png,21.0,41.0
008018.png,18.0,13.0
008020.png,14.0,1.0
008030.png,130.0,30.0
008031.png,63.0,6.0
008032.png,2257.0,1257.0
008035.png,2041.0,1041.0
008056.png,570.0,57.0
008065.png,61.0,161.0
008070.png,3.0,36.0
008073.png,64.0,54.0
008087.png,3304.0,304.0
008104.png,29.0,2.0
008105.png,314.0,311.0
008126.png,1131.0,151.0
008128.png,166.0,66.0
008133.png,318.0,33.0
008140.png,833.0,831.0
008155.png,50.0,51.0
008161.png,880.0,380.0
008171.png,18.0,16.0
008172.png,1316.0,116.0
008187.png,1573.0,573.0
008188.png,80.0,0.0
008211.png,1733.0,1333.0
008217.png,39.0,32.0
008221.png,33.0,3.0
008222.png,74.0,4.0
008225.png,580.0,540.0
008227.png,5.0,52.0
008231.png,371.0,3711.0
008236.png,33.0,3.0
008237.png,668.0,168.0
008253.png,1383.0,138.0
008260.png,251.0,254.0
008272.png,18.0,8.0
008274.png,1.0,7.0
008279.png,25.0,45.0
008284.png,31.0,51.0
008291.png,3380.0,2890.0
008297.png,2.0,4.0
008301.png,67.0,61.0
008303.png,62.0,52.0
008310.png,182.0,82.0
008328.png,815.0,895.0
008331.png,24.0,14.0
008336.png,3.0,5.0
008338.png,566.0,56.0
008357.png,3.0,5.0
008370.png,1170.0,110.0
008375.png,212.0,21.0
008380.png,405.0,5.0
008385.png,136.0,336.0
008394.png,304.0,104.0
008403.png,190.0,390.0
008410.png,149.0,119.0
008417.png,755.0,155.0
008418.png,636.0,66.0
008438.png,1762.0,762.0
008441.png,278.0,218.0
008444.png,160.0,6.0
008445.png,87.0,67.0
008464.png,196.0,96.0
008470.png,170.0,177.0
008473.png,27.0,17.0
008476.png,199.0,99.0
008482.png,240.0,440.0
008485.png,36.0,341.0
008490.png,129.0,19.0
008504.png,35.0,3.0
008506.png,108.0,18.0
008511.png,76.0,16.0
008513.png,101.0,107.0
008514.png,278.0,27.0
008520.png,732.0,332.0
008523.png,119.0,19.0
008524.png,822.0,122.0
008527.png,3.0,2.0
008528.png,2069.0,269.0
008532.png,164.0,104.0
008536.png,113.0,13.0
008551.png,9993.0,995.0
008552.png,13.0,19.0
008557.png,71.0,11.0
008558.png,537.0,557.0
008563.png,224.0,24.0
008565.png,802.0,602.0
008567.png,190.0,590.0
008574.png,1705.0,705.0
008579.png,126.0,726.0
008586.png,877.0,871.0
008590.png,19.0,16.0
008593.png,31.0,1.0
008597.png,292.0,202.0
008601.png,102.0,104.0
008604.png,47.0,17.0
008606.png,8.0,10.0
008610.png,1560.0,160.0
008614.png,327.0,397.0
008617.png,603.0,606.0
008620.png,232.0,222.0
008629.png,25.0,15.0
008637.png,113.0,115.0
008654.png,33.0,323.0
008655.png,17.0,12.0
008658.png,193.0,195.0
008659.png,22.0,2.0
008661.png,58.0,5.0
008666.png,80.0,860.0
008667.png,18.0,58.0
008675.png,60.0,0.0
008676.png,1356.0,1358.0
008677.png,338.0,17.0
008679.png,263.0,253.0
008683.png,963.0,965.0
008684.png,573.0,575.0
008694.png,343.0,143.0
008708.png,275.0,2775.0
008716.png,23.0,123.0
008717.png,13.0,18.0
008722.png,335.0,555.0
008725.png,33.0,5.0
008730.png,170.0,70.0
008733.png,297.0,27.0
008740.png,17336.0,16.0
008750.png,18.0,74.0
008756.png,373.0,375.0
008758.png,550.0,150.0
008762.png,204.0,104.0
008768.png,225.0,25.0
008773.png,112.0,512.0
008777.png,196.0,96.0
008797.png,309.0,9.0
008807.png,649.0,449.0
008808.png,95.0,35.0
008812.png,2.0,11.0
008818.png,124.0,14.0
008820.png,223.0,773.0
008837.png,17.0,779.0
008841.png,193.0,2.0
008855.png,58.0,56.0
008858.png,177.0,174.0
008862.png,193.0,393.0
008864.png,27.0,24.0
008868.png,882.0,8.0
008869.png,7688.0,688.0
008875.png,380.0,580.0
008880.png,19.0,12.0
008881.png,8.0,5.0
008883.png,227.0,27.0
008891.png,413.0,453.0
008901.png,102.0,12.0
008902.png,140.0,740.0
008904.png,270.0,370.0
008906.png,28.0,23.0
008912.png,1452.0,4452.0
008913.png,3.0,1.0
008917.png,14.0,4.0
008922.png,316.0,16.0
008924.png,3108.0,3103.0
008925.png,870.0,370.0
008946.png,89.0,489.0
008948.png,107.0,17.0
008952.png,97.0,87.0
008954.png,133.0,143.0
008960.png,19.0,401.0
008964.png,125.0,15.0
008966.png,30.0,360.0
008973.png,277.0,27.0
008988.png,229.0,22.0
008989.png,2225.0,225.0
008992.png,127.0,121.0
008995.png,28.0,29.0
009005.png,440.0,40.0
009019.png,562.0,502.0
009025.png,139.0,179.0
009035.png,35.0,39.0
009041.png,36.0,6.0
009045.png,18.0,16.0
009049.png,56.0,36.0
009052.png,50.0,0.0
009063.png,278.0,478.0
009065.png,151.0,131.0
009069.png,889.0,89.0
009073.png,197.0,91.0
009075.png,2.0,47.0
009076.png,16.0,46.0
009077.png,1827.0,1527.0
009092.png,143.0,13.0
009096.png,223.0,225.0
009107.png,1126.0,16.0
009108.png,277.0,271.0
009123.png,116.0,16.0
009125.png,5.0,8.0
009127.png,2224.0,224.0
009153.png,20.0,290.0
009159.png,3345.0,345.0
009162.png,3333.0,333.0
009163.png,93.0,95.0
009169.png,680.0,60.0
009183.png,71.0,74.0
009185.png,3155.0,355.0
009188.png,62.0,52.0
009192.png,79.0,19.0
009201.png,226.0,26.0
009221.png,248.0,23.0
009233.png,172.0,177.0
009236.png,19.0,89.0
009237.png,664.0,564.0
009238.png,33.0,6.0
009251.png,35.0,33.0
009252.png,151.0,1591.0
009257.png,25.0,5.0
009270.png,113.0,13.0
009273.png,372.0,32.0
009275.png,189.0,10.0
009277.png,109.0,106.0
009278.png,9985.0,985.0
009280.png,22.0,52.0
009288.png,32.0,37.0
009307.png,1.0,4.0
009310.png,33.0,55.0
009311.png,25.0,5.0
009320.png,23.0,75.0
009326.png,593.0,591.0
009327.png,2545.0,25455.0
009328.png,192.0,1392.0
009337.png,81.0,8.0
009342.png,2100.0,21010.0
009349.png,36.0,30.0
009357.png,53.0,5.0
009359.png,14.0,144.0
009363.png,539.0,59.0
009374.png,98.0,58.0
009378.png,12.0,72.0
009381.png,71.0,7.0
009385.png,180.0,130.0
009397.png,379.0,39.0
009399.png,23.0,123.0
009409.png,51.0,5.0
009435.png,5579.0,579.0
009436.png,914.0,94.0
009441.png,123.0,125.0
009453.png,176.0,16.0
009454.png,524.0,594.0
009464.png,113.0,713.0
009465.png,613.0,645.0
009470.png,544.0,541.0
009478.png,17.0,16.0
009483.png,58.0,558.0
009488.png,60.0,601.0
009490.png,50.0,59.0
009493.png,499.0,49.0
009494.png,35.0,55.0
009498.png,144.0,141.0
009500.png,133.0,733.0
009514.png,130.0,730.0
009517.png,696.0,66.0
009523.png,330.0,30.0
009528.png,722.0,721.0
009531.png,96.0,956.0
009536.png,272.0,27.0
009550.png,51.0,5.0
009551.png,38.0,58.0
009552.png,93.0,99.0
009560.png,18.0,198.0
009562.png,36.0,56.0
009573.png,19.0,79.0
009576.png,33.0,14.0
009578.png,3.0,31.0
009581.png,155.0,15.0
009582.png,39.0,59.0
009583.png,66.0,656.0
009588.png,133.0,155.0
009593.png,36.0,366.0
009594.png,15.0,5.0
009595.png,122.0,722.0
009599.png,917.0,913.0
009600.png,30.0,0.0
009607.png,1365.0,365.0
009609.png,90.0,1.0
009620.png,227.0,27.0
009624.png,30.0,310.0
009627.png,128.0,125.0
009636.png,34.0,344.0
009638.png,127.0,137.0
009641.png,15.0,5.0
009653.png,391.0,491.0
009670.png,19.0,13.0
009671.png,135.0,535.0
009682.png,1776.0,176.0
009684.png,83.0,85.0
009685.png,539.0,538.0
009691.png,54.0,4.0
009692.png,3351.0,31.0
009713.png,1133.0,133.0
009725.png,13.0,9.0
009726.png,97.0,17.0
009733.png,23.0,25.0
009738.png,66.0,666.0
009744.png,315.0,515.0
009748.png,1158.0,158.0
009753.png,119.0,19.0
009775.png,282.0,285.0
009777.png,25.0,255.0
009781.png,30.0,0.0
009791.png,25.0,15.0
009798.png,296.0,96.0
009804.png,83.0,38.0
009813.png,397.0,3597.0
009814.png,81.0,61.0
009823.png,221.0,21.0
009827.png,88.0,58.0
009830.png,5.0,65.0
009832.png,1200.0,120.0
009833.png,2.0,35.0
009835.png,131.0,1.0
009837.png,208.0,8.0
009855.png,12.0,42.0
009866.png,12.0,1.0
009878.png,33.0,5.0
009879.png,65.0,651.0
009888.png,6.0,54.0
009896.png,73.0,1.0
009903.png,226.0,28.0
009905.png,13.0,83.0
009911.png,18.0,75.0
009913.png,10.0,16.0
009914.png,378.0,371.0
009931.png,287.0,7.0
009935.png,871.0,375.0
009940.png,34.0,344.0
009947.png,153.0,155.0
009955.png,373.0,371.0
009959.png,93.0,8.0
009967.png,4.0,42.0
009991.png,1590.0,1550.0
010004.png,577.0,517.0
010007.png,82.0,882.0
010015.png,8.0,6.0
010036.png,57.0,5.0
010044.png,43.0,45.0
010046.png,81.0,31.0
010053.png,744.0,74.0
010061.png,451.0,41.0
010062.png,1.0,8.0
010067.png,23.0,25.0
010075.png,322.0,324.0
010078.png,83.0,85.0
010082.png,1.0,11.0
010083.png,115.0,15.0
010089.png,1810.0,810.0
010090.png,5016.0,5616.0
010093.png,22.0,21.0
010094.png,17.0,67.0
010095.png,63.0,62.0
010101.png,84.0,4.0
010109.png,3.0,1.0
010114.png,118.0,13.0
010115.png,68.0,8.0
010139.png,8.0,3.0
010141.png,116.0,15.0
010144.png,186.0,166.0
010156.png,227.0,221.0
010166.png,629.0,628.0
010168.png,39.0,30.0
010171.png,40.0,41.0
010181.png,149.0,49.0
010186.png,1.0,
010192.png,1202.0,122.0
010194.png,341.0,344.0
010199.png,30.0,310.0
010205.png,33.0,31.0
010207.png,221.0,421.0
010209.png,18.0,138.0
010211.png,72.0,724.0
010220.png,34.0,5.0
010228.png,22.0,23.0
010230.png,33.0,3.0
010235.png,126.0,120.0
010236.png,117.0,177.0
010250.png,116.0,15.0
010256.png,6.0,25.0
010257.png,19.0,49.0
010279.png,37.0,377.0
010288.png,15.0,155.0
010292.png,55.0,50.0
010294.png,51.0,511.0
010296.png,4.0,47.0
010297.png,8.0,85.0
010307.png,715.0,745.0
010312.png,153.0,157.0
010325.png,19.0,9.0
010328.png,259.0,59.0
010335.png,118.0,718.0
010337.png,33.0,3.0
010354.png,173.0,175.0
010356.png,240.0,140.0
010366.png,256.0,258.0
010380.png,7.0,
010381.png,132.0,152.0
010385.png,28.0,78.0
010386.png,86.0,6.0
010390.png,1.0,7.0
010392.png,272.0,277.0
010396.png,430.0,30.0
010404.png,3.0,52.0
010407.png,17.0,12.0
010417.png,605.0,5.0
010424.png,45.0,48.0
010425.png,133.0,135.0
010426.png,3.0,39.0
010427.png,46.0,16.0
010431.png,73.0,75.0
010435.png,60.0,0.0
010439.png,20.0,70.0
010445.png,85.0,45.0
010453.png,52.0,54.0
010456.png,13.0,73.0
010466.png,158.0,155.0
010467.png,678.0,68.0
010475.png,57.0,51.0
010484.png,74.0,743.0
010488.png,607.0,602.0
010491.png,83.0,65.0
010496.png,19908.0,108.0
010501.png,848.0,48.0
010505.png,68.0,8.0
010506.png,40.0,4.0
010516.png,1603.0,603.0
010524.png,263.0,23.0
010525.png,106.0,16.0
010530.png,6.0,3.0
010535.png,2.0,602.0
010539.png,243.0,43.0
010541.png,37.0,57.0
010549.png,13.0,131.0
010552.png,17.0,47.0
010579.png,43.0,4.0
010591.png,1.0,10.0
010595.png,32.0,8.0
010610.png,21.0,1.0
010620.png,689.0,69.0
010624.png,3571.0,551.0
010632.png,24.0,214.0
010633.png,79.0,7.0
010640.png,3138.0,38.0
010645.png,3333.0,333.0
010648.png,215.0,25.0
010650.png,253.0,255.0
010653.png,1619.0,69.0
010659.png,1331.0,1333.0
010669.png,14.0,1.0
010700.png,10.0,30.0
010707.png,280.0,260.0
010713.png,83.0,63.0
010720.png,103.0,13.0
010731.png,1843.0,383.0
010732.png,37.0,17.0
010736.png,225.0,125.0
010750.png,285.0,485.0
010757.png,223.0,225.0
010759.png,82.0,84.0
010761.png,1029.0,1025.0
010764.png,58.0,53.0
010767.png,182.0,82.0
010768.png,275.0,2715.0
010771.png,179.0,178.0
010785.png,18.0,8.0
010787.png,78.0,8.0
010794.png,35.0,351.0
010800.png,22.0,32.0
010802.png,71.0,21.0
010803.png,118.0,18.0
010810.png,261.0,761.0
010811.png,483.0,481.0
010812.png,81.0,8.0
010816.png,6.0,66.0
010819.png,48.0,446.0
010826.png,1.0,7.0
010827.png,190.0,90.0
010837.png,95.0,86.0
010844.png,169.0,769.0
010854.png,18.0,19.0
010855.png,39.0,169.0
010870.png,1013.0,103.0
010878.png,100.0,400.0
010879.png,1.0,171.0
010880.png,2.0,24.0
010882.png,630.0,536.0
010884.png,221.0,271.0
010885.png,333.0,33.0
010907.png,378.0,18.0
010918.png,32.0,52.0
010919.png,68.0,64.0
010925.png,103.0,104.0
010930.png,53.0,55.0
010931.png,44.0,4.0
010935.png,127.0,123.0
010937.png,155.0,755.0
010940.png,98.0,45.0
010952.png,133.0,13.0
010954.png,356.0,56.0
010962.png,1995.0,95.0
010978.png,3.0,1.0
010979.png,84.0,4.0
010980.png,16.0,26.0
010982.png,365.0,366.0
010997.png,123.0,125.0
010998.png,135.0,155.0
011005.png,16.0,161.0
011023.png,18.0,191.0
011025.png,21.0,221.0
011026.png,527.0,7.0
011033.png,102.0,192.0
011035.png,8099.0,6099.0
011041.png,24.0,214.0
011045.png,677.0,77.0
011047.png,1165.0,165.0
011070.png,663.0,63.0
011072.png,197.0,157.0
011088.png,83.0,85.0
011090.png,44.0,14.0
011091.png,10.0,0.0
011101.png,156.0,256.0
011109.png,258.0,256.0
011110.png,19.0,18.0
011112.png,714.0,774.0
011114.png,1984.0,1884.0
011117.png,252.0,752.0
011120.png,127.0,17.0
011130.png,1.0,14.0
011131.png,25.0,2.0
011137.png,223.0,226.0
011143.png,123.0,23.0
011144.png,543.0,43.0
011147.png,31.0,71.0
011155.png,52.0,529.0
011176.png,349.0,80.0
011181.png,759.0,59.0
011189.png,97.0,977.0
011196.png,5.0,59.0
011198.png,180.0,1180.0
011201.png,88.0,68.0
011204.png,917.0,97.0
011209.png,3.0,69.0
011212.png,23.0,233.0
011215.png,13.0,15.0
011219.png,387.0,37.0
011222.png,176.0,16.0
011229.png,1018.0,18.0
011232.png,535.0,5315.0
011237.png,61.0,621.0
011238.png,88.0,884.0
011246.png,64.0,674.0
011260.png,683.0,83.0
011263.png,3.0,2.0
011276.png,558.0,58.0
011277.png,14.0,184.0
011278.png,3.0,5.0
011283.png,234.0,334.0
011284.png,53.0,5.0
011290.png,99.0,79.0
011293.png,20.0,70.0
011294.png,1.0,75.0
011295.png,22.0,2.0
011297.png,58.0,8.0
011298.png,344.0,444.0
011305.png,120.0,420.0
011310.png,593.0,595.0
011320.png,240.0,740.0
011333.png,1178.0,178.0
011334.png,145.0,445.0
011345.png,272.0,242.0
011351.png,1.0,3.0
011359.png,204.0,504.0
011376.png,99.0,90.0
011382.png,60.0,100.0
011386.png,254.0,24.0
011395.png,42.0,43.0
011404.png,32.0,322.0
011406.png,336.0,75.0
011409.png,33.0,5.0
011411.png,83.0,85.0
011413.png,61.0,661.0
011417.png,235.0,5.0
011429.png,518.0,118.0
011431.png,37.0,7.0
011432.png,21.0,6.0
011438.png,3.0,31.0
011444.png,32.0,39.0
011459.png,33.0,55.0
011462.png,6.0,11.0
011464.png,13.0,15.0
011471.png,353.0,53.0
011478.png,390.0,39.0
011483.png,193.0,93.0
011494.png,28.0,26.0
011496.png,68.0,668.0
011507.png,25.0,125.0
011514.png,55.0,755.0
011518.png,23.0,27.0
011523.png,337.0,27.0
011540.png,380.0,360.0
011541.png,1558.0,1555.0
011551.png,117.0,17.0
011554.png,22.0,32.0
011558.png,127.0,12.0
011563.png,26.0,20.0
011567.png,298.0,29.0
011592.png,33.0,131.0
011597.png,1434.0,4434.0
011606.png,32.0,22.0
011626.png,27.0,47.0
011633.png,164.0,64.0
011634.png,223.0,225.0
011636.png,40.0,44.0
011651.png,19.0,79.0
011657.png,374.0,34.0
011666.png,864.0,8641.0
011676.png,2648.0,7648.0
011679.png,201.0,31.0
011688.png,18.0,1.0
011694.png,21.0,27.0
011706.png,46.0,16.0
011709.png,46.0,66.0
011713.png,125.0,15.0
011714.png,73.0,75.0
011716.png,281.0,284.0
011724.png,399.0,390.0
011745.png,246.0,446.0
011750.png,118.0,14.0
011763.png,17.0,57.0
011776.png,292.0,92.0
011778.png,35.0,375.0
011782.png,92.0,94.0
011786.png,850.0,90.0
011790.png,9931.0,931.0
011791.png,51.0,4.0
011792.png,61.0,661.0
011798.png,29.0,5.0
011801.png,40.0,49.0
011803.png,53.0,55.0
011809.png,33.0,3.0
011813.png,10799.0,1079.0
011823.png,129.0,525.0
011834.png,263.0,26.0
011838.png,25.0,24.0
011840.png,74.0,748.0
011841.png,12.0,1.0
011842.png,60.0,640.0
011859.png,13.0,2.0
011903.png,233.0,23.0
011907.png,135.0,15.0
011924.png,403.0,401.0
011933.png,35.0,55.0
011939.png,143.0,149.0
011945.png,428.0,42.0
011952.png,4.0,48.0
011954.png,143.0,443.0
011967.png,123.0,23.0
011970.png,34.0,4.0
011972.png,1339.0,339.0
011975.png,148.0,18.0
011991.png,62.0,19.0
011993.png,32.0,34.0
011994.png,220.0,420.0
012001.png,73.0,33.0
012011.png,130.0,150.0
012012.png,1144.0,144.0
012021.png,19.0,20.0
012026.png,462.0,162.0
012027.png,49.0,43.0
012047.png,1717.0,717.0
012058.png,70.0,0.0
012064.png,923.0,323.0
012065.png,13.0,1.0
012075.png,436.0,46.0
012077.png,3045.0,305.0
012079.png,13.0,1.0
012080.png,720.0,220.0
012085.png,4.0,8.0
012087.png,61.0,64.0
012097.png,194.0,192.0
012099.png,34.0,44.0
012104.png,32.0,35.0
012106.png,37.0,32.0
012107.png,13.0,15.0
012120.png,667.0,661.0
012137.png,23783.0,3783.0
012147.png,559.0,59.0
012150.png,78.0,58.0
012152.png,1083.0,103.0
012153.png,99.0,9.0
012164.png,21.0,2.0
012171.png,325.0,25.0
012173.png,118.0,148.0
012187.png,131.0,151.0
012193.png,2374.0,23377.0
012194.png,17.0,77.0
012198.png,166.0,116.0
012199.png,3130.0,30.0
012205.png,142.0,1421.0
012207.png,129.0,128.0
012214.png,3041.0,41.0
012216.png,1712.0,712.0
012224.png,102.0,1022.0
012225.png,28.0,25.0
012246.png,49.0,46.0
012248.png,1775.0,175.0
012254.png,1504.0,5504.0
012256.png,730.0,330.0
012258.png,16.0,15.0
012266.png,228.0,218.0
012276.png,387.0,37.0
012281.png,34.0,3.0
012286.png,21.0,71.0
012293.png,60.0,68.0
012302.png,95.0,957.0
012328.png,31.0,351.0
012330.png,34.0,44.0
012331.png,88.0,68.0
012337.png,16.0,10.0
012340.png,67.0,57.0
012345.png,173.0,13.0
012346.png,15.0,155.0
012348.png,17.0,47.0
012349.png,1575.0,575.0
012353.png,88.0,38.0
012362.png,8.0,
012366.png,511.0,111.0
012386.png,712.0,742.0
012391.png,43.0,4.0
012395.png,235.0,25.0
012398.png,75.0,5.0
012399.png,224.0,225.0
012400.png,215.0,216.0
012401.png,522.0,52.0
012403.png,958.0,966.0
012422.png,56.0,51.0
012423.png,234.0,214.0
012425.png,17.0,15.0
012426.png,17.0,141.0
012429.png,77.0,7.0
012434.png,15534.0,15531.0
012437.png,524.0,574.0
012438.png,655.0,55.0
012439.png,332.0,432.0
012445.png,47.0,457.0
012449.png,79.0,7.0
012452.png,245.0,745.0
012463.png,218.0,21.0
012466.png,67.0,63.0
012494.png,134.0,154.0
012499.png,179.0,19.0
012504.png,35.0,355.0
012505.png,1507.0,57.0
012524.png,463.0,467.0
012525.png,178.0,18.0
012530.png,5.0,0.0
012533.png,15.0,115.0
012534.png,47.0,43.0
012541.png,16.0,6.0
012545.png,197.0,97.0
012548.png,79.0,70.0
012551.png,184.0,14.0
012557.png,103.0,193.0
012558.png,1157.0,157.0
012560.png,24.0,241.0
012563.png,57.0,7.0
012567.png,17.0,14.0
012572.png,57.0,7.0
012575.png,9.0,4.0
012576.png,61.0,51.0
012605.png,237.0,27.0
012615.png,68.0,63.0
012624.png,18.0,31.0
012634.png,8.0,1.0
012647.png,31.0,34.0
012649.png,345.0,46.0
012651.png,1124.0,124.0
012653.png,97.0,92.0
012661.png,15.0,55.0
012662.png,13.0,11.0
012666.png,75.0,7.0
012682.png,4.0,45.0
012684.png,97.0,9.0
012689.png,35.0,55.0
012700.png,100.0,1060.0
012702.png,67.0,37.0
012720.png,179.0,129.0
012723.png,19.0,1.0
012733.png,836.0,856.0
012741.png,19.0,159.0
012742.png,1144.0,1147.0
012743.png,28.0,29.0
012748.png,32.0,52.0
012750.png,97.0,87.0
012751.png,63.0,83.0
012753.png,4.0,49.0
012760.png,178.0,778.0
012762.png,337.0,357.0
012777.png,187.0,189.0
012779.png,26.0,76.0
012785.png,236.0,36.0
012787.png,98.0,88.0
012791.png,688.0,588.0
012814.png,88.0,68.0
012826.png,178.0,17.0
012828.png,453.0,553.0
012830.png,33.0,86.0
012838.png,29.0,9.0
012850.png,612.0,512.0
012855.png,326.0,516.0
012874.png,1580.0,150.0
012882.png,8.0,84.0
012889.png,446.0,46.0
012890.png,220.0,20.0
012897.png,18.0,78.0
012898.png,443.0,143.0
012904.png,1135.0,135.0
012909.png,678.0,674.0
012916.png,157.0,57.0
012918.png,22.0,224.0
012926.png,53.0,55.0
012931.png,30.0,20.0
012934.png,28.0,218.0
012949.png,3.0,73.0
012951.png,34.0,4.0
012956.png,287.0,281.0
012963.png,14.0,44.0
012967.png,25.0,5.0
012981.png,18.0,15.0
012985.png,416.0,16.0
012990.png,37.0,47.0
013000.png,22.0,72.0
013018.png,30.0,50.0
013025.png,2230.0,230.0
013026.png,277.0,27.0
013033.png,159.0,150.0
013038.png,101.0,104.0
013044.png,57.0,557.0
013046.png,188.0,184.0
013060.png,110.0,10.0
013068.png,180.0,1.0
013069.png,1.0,4.0
013070.png,34.0,4.0
013083.png,49.0,46.0
013094.png,47.0,7.0
013096.png,366.0,364.0
013102.png,613.0,63.0
013117.png,62.0,6.0
013123.png,17.0,77.0
013133.png,1.0,4.0
013135.png,2397.0,337.0
013144.png,26.0,661.0
013150.png,159.0,359.0
013151.png,33.0,
013152.png,31.0,311.0
013166.png,33.0,35.0
013171.png,310.0,340.0
013179.png,194.0,19.0
013181.png,242.0,742.0
013182.png,579.0,59.0
013186.png,147.0,47.0
013188.png,638.0,658.0
013195.png,15.0,156.0
013198.png,45.0,55.0
013201.png,49.0,48.0
013212.png,218.0,211.0
013213.png,15.0,185.0
